question_id,answer
262161012," Two
"
262161013," It is a motorcycle
"
262161014," Yes, it travels often.
"
262161015," Silver
"
262161016," A motorcycle show
"
262161017," Yes, it is propped up.
"
262161018," 1
"
262161019," Ducati
"
262161020," Yes, they are both the same size.
"
524392000," Silver
"
524392001," Yes
"
524392002," This is a refrigerator
"
262262000," Yes, the time is correct.
"
262262001," Yes
"
262262002," This is a clock tower
"
393338000," Red and orange
"
393338001," Tulips
"
393338002," The vase is clear
"
262274000," Lifeguard
"
262274001," Lifeguard
"
262274002," Lifeguard
"
262274003," One
"
262274004," No
"
262274005," Yes
"
262274006," Yes, there are palm trees on the board.
"
262274007," No
"
262275000," She is about 5 years old
"
262275001," The horse is brown
"
262275002," Yes, she is sitting on the horse correctly.
"
262275003," Yes
"
262275004," A helmet
"
133000," White
"
133001," Yes
"
133002," A twin size mattress would be perfect for this bed.
"
131207000," Two
"
131207001," Two
"
131207002," Yes
"
131207003," Yes, the water looks calm.
"
131207004," White
"
131207005," White egrets
"
131207006," The bench is white.
"
131207007," No, these are two egrets
"
136000," Yes
"
136001," Two giraffes
"
136002," A giraffe
"
139000," She is sitting on the couch
"
139001," Two
"
139002," Yellow
"
139003," Yellow
"
262284000," Two
"
262284001," A shower
"
262284002," Yes, the floor is tilted.
"
262284003," This is a bathroom
"
143000," The tips of the birds' tails are brown
"
143001," 6
"
143002," The birds in the image are black.
"
240323000," Yes, there is meat on this plate.
"
240323001," Yes, it is a vegetarian meal.
"
240323002," Avocado
"
524436000," Yes, she is kissing the man sitting on the bench
"
524436001," On a bench
"
524436002," Yes
"
524436003," A bench
"
524436004," Yes
"
524436005," Yes
"
393372000," Yes, it is blue
"
393372001," No
"
393372002," No
"
393372003," Purple
"
393372004," No.
"
393372005," Male
"
393372006," This is a woman
"
393372007," A nose ring
"
393372008," The left
"
393372009," Yes
"
393372010," Purple
"
393372011," A black shirt
"
393372012," Blue
"
393372013," Purple
"
393372014," The man's hair is dyed purple.
"
393372015," Curly
"
393372016," No, she is wearing a tie.
"
393372017," Yes
"
393372018," Yes, it is.
"
393372019," Yes
"
393372020," She is looking at the camera.
"
393372021," Yes
"
393372022," No
"
524450000," A bus
"
524450001," The bus is parked in a parking lot.
"
524450002," No, it is a bus
"
524450003," No, they are all going to board a bus.
"
524450004," A bus
"
524450005," Grey
"
524450006," The bus is parked in a parking lot.
"
524450007," The bus has to stop because it is parked in a parking space.
"
524450008," Grey
"
524450009," A bus
"
524450010," Yes, there are people inside the bus.
"
524450011," Yes
"
524450012," The man holding is holding a large object.
"
524450013," Yes
"
524450014," It is a sunny day
"
524450015," One
"
524450016," Yes, the bus is getting off the bus.
"
524450017," It is sunny and warm
"
524450018," Yes, there is a container available for trash.
"
524450019," The bus
"
524450020," The streets are made of concrete
"
524450021," The camper is black
"
524450022," Yes
"
524450023," The man riding is a bus
"
524450024," In the parking lot of a building
"
164000," One
"
164001," The refrigerator is white
"
164002," Yes
"
164003," White
"
524456000," Two
"
524456001," Yes
"
524456002," No
"
524459000," A panda
"
524459001," He is using a laptop computer
"
524459002," No, he is not disgusted.
"
436936000," One
"
436936001," The animal is on a tree branch
"
436936002," A black bear
"
262323000," The giraffe is looking at the camera.
"
262323001," The giraffe is looking at the camera
"
262323002," One giraffe
"
262323003," No, the giraffes head is large.
"
262325000," They are green.
"
262325001," No, this is a healthy snack.
"
262325002," Yes, they are cooked
"
262325003," Broccoli and carrots
"
262334000," Yes
"
262334001," A cap
"
262334002," Inside
"
262334003," Wood
"
192000," Baseball
"
192001," Yes, he is wearing a catcher's mask
"
192002," The Chicago Cubs
"
393410000," No, it is a jet plane.
"
393410001," It is taking off
"
393410002," No, this was taken at sunrise.
"
393410003," No, it is not getting dark.
"
393410004," The plane is white
"
393410005," An airplane
"
393410006," No, there are no clouds in the sky
"
393410007," No, the plane is flying too high.
"
393410008," The sky is blue.
"
393410009," No, there is no seagull in the image.
"
393410010," A plane flying in the sky
"
393411000," Yes
"
393411001," Graffiti
"
393411002," Graffiti
"
196000," The yellow food is a turkey.
"
196001," Yes, there are lots of healthy options on the table.
"
196002," A lot
"
196003," There are four dishes of food on the table.
"
196004," Yes, it is a feast.
"
131273000," Husky
"
131273001," The dog is looking at the car in the background.
"
131273002," The door window is open.
"
262347000," No, this is a garden.
"
262347001," Yes, there is a beehive in the garden.
"
262347002," White flowers
"
262347003," Yes, there is a bench in the garden.
"
131276000," No, there are a few people of different races in the picture.
"
131276001," Three
"
131276002," Doughnuts
"
393421000," The room is a hotel room
"
393421001," Two
"
393421002," Yes
"
393421003," A light fixture
"
393421004," Yes
"
393421005," Brown
"
393423000," These are two giraffes
"
393423001," The giraffes are in the savannah at sunset.
"
393423002," No, they are in the wild.
"
393423003," The large figure is a giraffe
"
393423004," Two
"
393423005," This is a scene in the african savannah
"
393423006," They are standing in a field.
"
393423007," Two
"
131280000," Blue
"
131280001," Two
"
131280002," Yes
"
262353000," 5
"
262353001," Yes, he is combing her hair.
"
262353002," Yes
"
131282000," ""Carrot""
"
131282001," Yes, all the food on the plate is vegetables.
"
131282002," Yes, she does.
"
131282003," The sauce is red
"
131282004," No, it has not been fried.
"
524502000," The red object in this picture is a fire hydrant
"
524502001," The rocks are red
"
524502002," The pole is for a fire hydrant
"
524502003," No, there is no snow in this image.
"
262360000," Yes, it is a glass flower vase
"
262360001," Pink
"
262360002," Pink flowers
"
262360003," The flower is pink
"
262360004," No, they are alive.
"
262360005," No, it is not edible.
"
524507000," Yes, but they are not allowed to drive on the sidewalk
"
524507001," English
"
524507002," Yes, it will.
"
131295000," The image shows a train on the tracks.
"
131295001," Yes
"
131295002," From an aerial view
"
131295003," Yes, the train is moving fast
"
131295004," A train
"
131295005," The person that drives this is a train driver
"
262371000," No, he is not. He is on a black bag on the floor.
"
262371001," On top of the black bag
"
262371002," A black bag
"
262371003," A cat
"
262371004," The cat is in a good mood.
"
262371005," The camera
"
262371006," One
"
262376000," Yes, they are.
"
262376001," There are four upside-down umbrellas visible in the image.
"
262376002," Yes, it is a big building.
"
241000," A white couch
"
241001," Anger, fear, sadness, and happiness
"
241002," A game controller
"
241003," Yes
"
241004," They are red
"
262386000," There are two rolls of toilet paper in the picture.
"
262386001," A toilet
"
262386002," Yes
"
262386003," The person who is taking the picture.
"
262386004," Yes, they can be used right where they are.
"
262386005," Yes, there is a shelf above the toilet
"
262386006," Yes
"
262386007," White
"
262386008," No, it is a toilet with a lid
"
262386009," Real
"
262386010," None
"
262386011," I did
"
262386012," The toilet is electric.
"
262386013," No, it is clean.
"
262386014," The photographer
"
262386015," No, the toilet is not complete.
"
262386016," Yes, there is toilet paper in the toilet.
"
262386017," The toilet is in the shape of a square.
"
262386018," Yes, the floor is dirty.
"
262386019," White
"
262386020," No, it does not have a lit.
"
262386021," Yes, there is a fire extinguisher in the bathroom
"
262386022," Yes
"
262386023," Under
"
262386024," Yes, there is a toilet brush.
"
262386025," Yes, it is clean.
"
262386026," No, the floor is dry.
"
262386027," Yes, but only if they are of the same species.
"
262386028," It is made out of a white porcelain toilet
"
262386029," Yes
"
262386030," Yes, the bathroom is clean.
"
262386031," Yes
"
262386032," The toilet is made of porcelain
"
262386033," White
"
262386034," No, it is clean.
"
262386035," There are two toilets in this bathroom.
"
262386036," Yes, it is usable right now.
"
262386037," White
"
262386038," White
"
262386039," No, they do not.
"
262386040," To hold toilet paper
"
262386041," Yes
"
262386042," There are two toilet paper rolls in the picture.
"
524533000," The bus is advertising the outlook com office
"
524533001," No, it is a very nice bus.
"
524533002," A flag
"
262391000," Yes
"
262391001," Yes
"
262391002," A television
"
262391003," Yes
"
262391004," White
"
262391005," Two
"
262391006," Yes
"
524536000," He is tying a tie.
"
524536001," Yes
"
524536002," Yes
"
524536003," No, he is not.
"
524536004,"
"
524536005," The man is attending a wedding
"
524536006," Yes
"
510657000," Yes, they are all happy.
"
510657001," 7
"
510657002," 6
"
510657003," 7
"
510657004," The pattern is a combination of the pattern on the girl's shirt and the pattern on the wall behind her.
"
510657005," The light from the ceiling is shining on the table.
"
510657006," 7
"
262396000," A chair
"
262396001," The cat is shedding its fur.
"
262396002," No, the cat is not clawing the chair.
"
393469000," Yes
"
393469001," Yes, there are deciduous trees.
"
393469002," Brown
"
257000," The car is red
"
257001," Yes, there is an ice cream truck.
"
257002," Yes
"
257003," Yes, the dog is real.
"
257004," Nike
"
257005," Red
"
262404000," Green
"
262404001," Children
"
262404002," The girl's
"
393478000," Green and yellow
"
393478001," Yes
"
393478002," Yes
"
393478003," Yes
"
131335000," Yes, they are.
"
131335001," Yes
"
131335002," Yes, he is wearing a hat.
"
131335003," The theater is called the grand opera house
"
131335004," Yes, there is a flag in this picture.
"
524333000," Wood
"
524333001," Yes, he is balding.
"
524333002," Yes, they are learning to eat together
"
524333003," Yes
"
524333004," Yes
"
524333005," None
"
262425000," No
"
262425001," No, the seagull is not in danger of getting entangled in these boat sails.
"
262425002," Yes
"
262425003," Yes, it is a seagull
"
262425004," The person in the photo is ""riding"" the boat.
"
283000,"
"
283001," Wine
"
283002," Glass and a bottle of wine
"
283003," Wine
"
283004," A bottle of wine
"
283005," The chair is white
"
283006," Yes, it is a high quality bottle of wine.
"
285000," The bear is sitting.
"
285001," No, it is not.
"
285002," The bear is looking at the camera.
"
524575000," No, it is not cold.
"
524575001," No, the animals live in the wild.
"
524575002," No, some of the trees have no leaves.
"
524575003," A zebra
"
524577000," This is a street in a city.
"
524577001," No, they are not Roman numerals.
"
524577002," It is morning.
"
524577003," The clock says midnight at 12:00.
"
524577004," The building is red
"
524577005," It is time for a cup of coffee.
"
524577006," 1
"
524577007," The clock says it is 9:30 am
"
524577008," It says 11:00
"
524577009," The clock reads 9:00
"
524577010," Yes, there is a clock tower in the photo.
"
524577011," This is a street scene in a city.
"
524577012," It is am
"
524577013," The clock is showing the time of day.
"
524577014," Yes
"
524577015," Yes, it is a tower clock
"
524577016," The clock on the building says 12:00
"
524577017," The clocks are on the building.
"
524577018," Brick
"
524577019," The building on the right is a two story building
"
524577020," It is about 5:30 in the afternoon
"
524577021," The building is red
"
524577022," The tower is a brick tower
"
524577023," One
"
524577024," The clock is located on the side of the building
"
524577025," Yes, it does.
"
524577026," Dutch
"
524577027," The numbers are the hours of the day.
"
524577028," Yes, the numbers are in Roman numerals.
"
524577029," One
"
294000," Yes
"
294001," Pot holders
"
294002," Yes, they are.
"
294003," Gray
"
294004," The kitchen wall
"
294005," Yes
"
294006," Yes
"
294007," Grey
"
294008," One
"
294009," The hand is holding a pan.
"
294010," Yes, he is cooking at home.
"
294011," A man holding a frying pan
"
294012," A kitchen
"
294013," American
"
294014," A man holding a pan
"
294015," 4
"
393511000," Yes
"
393511001," The yellow drink is a cup of coffee
"
393511002," Yes, there are.
"
262440000," The toilet seat is up.
"
262440001," White
"
262440002," Tile
"
262440003," There are two sinks in this bathroom.
"
262440004," White
"
262440005," Yes
"
262440006," Yes, it is a modern bathroom
"
262440007," No, it is white.
"
262440008," No
"
262440009," Yes, the tiles are plain.
"
262440010," White
"
262440011," Yes, the faucet is visible in this picture.
"
262440012," None
"
262440013," This is a bathroom
"
393513000," Yes
"
393513001," No
"
393513002," The sun is shining from the top of the hill
"
393513003," No, it is not warm in this photo.
"
393513004," The giraffe is doing a trick on a skateboard
"
393513005," A hat
"
393523000," No, the water is too deep
"
393523001," No, no one is crossing the bridge.
"
393523002," No
"
393523003," London, England
"
393523004," Yes, it is a bus crossing the bridge
"
524601000," White
"
524601001," Yes
"
524601002," The wii
"
524601003," Four
"
524601004," No, they are playing a video game.
"
524601005," The game is called ""Wii""
"
524601006," Yes
"
524601007," Three
"
524601008," None
"
524601009," Playing video games
"
524601010," Yes
"
524601011," Yes
"
524601012," 4
"
131386000," They are blue and yellow
"
131386001," There are four airplanes in the picture.
"
131386002," Yes, they are fast.
"
262460000," A stack of shirts, a tie, and a pair of pants
"
262460001," A tie
"
262460002," Yes, it was picked out
"
131390000," Yes
"
131390001," Yes, it is relaxing.
"
131390002," A herd of elk
"
131390003," Deer
"
262466000," Yes, they are fresh.
"
262466001," A vase with a blue pitcher
"
262466002," The intersection of the two walls shown in the scene is called a ""cornice"".
"
262466003," Yes, there are roses in the vase.
"
262466004," The walls are blue
"
262466005," The wall behind the vase is a light blue
"
262466006," The twine is blue
"
524611000," One
"
524611001," The building on the right is a water tower
"
524611002," It says ""I love you""
"
524611003," No, it is carrying a train of oil
"
524611004," The train's shadow appears to be on the right side of the train.
"
524611005," This is a train traveling through a junction.
"
524611006," No, this is a train track.
"
524611007," A train
"
262471000," Yes
"
262471001," Stop
"
262471002," A building with green trim
"
262471003," This is a residential area.
"
262471004," The direction of the street sign.
"
262471005," Yes, it is an unusual street name.
"
262471006," The blue sign says ""stop""
"
262471007," Yes
"
262471008," A stop sign and a street sign
"
328000," A bench
"
328001," The rank of the military members is:
"
328002," The russian army
"
21900000," The rider is a child
"
21900001," Yes, it is.
"
21900002," Yes, the horse is jumping
"
21900003," No, he is not wearing a helmet.
"
21900004," White
"
393547000," No, the cat is looking at the mirror.
"
393547001," A mirror
"
393547002," Orange and white
"
262476000," Yes
"
262476001," 4
"
262476002," Two
"
524621000," There are two giraffes and two birds in the picture.
"
524621001," Yes, they are wild animals
"
524621002," No, they are not eating.
"
524621003," The giraffes are male
"
524621004," This is a young giraffe
"
524621005," No, this is a natural exhibit
"
524621006," No, they cannot fly.
"
524621007," The giraffe
"
524621008," The giraffe
"
524621009," This is a giraffe
"
524621010," Yes, the giraffes head is out of view
"
524621011," No, there is no water in this photo.
"
524621012," No, they are not.
"
524621013," No
"
524621014," The giraffe is looking for food
"
524621015," Yes, there are two different types of animal.
"
524621016," No, this is a safari
"
524621017," Two
"
524621018," Two giraffes
"
524621019," This is a giraffe
"
524621020," No, the giraffe is not carrying any passengers.
"
524621021," Two giraffe's
"
524621022," Two giraffes
"
524621023," Yes
"
524621024," Giraffe
"
524621025," Two
"
524621026," Two
"
524621027," The giraffe has a design that is a combination of the giraffe and the giraffe.
"
524621028," The giraffe is looking at the tall tree in the background
"
524621029," Yes, the giraffe is standing up
"
338000," No, this is a kitchen
"
338001," It is time for lunch.
"
338002," He is preparing food for the customers
"
524627000," Yes, there are.
"
524627001," Yes
"
524627002," Donuts
"
393557000," Two zebras are present
"
393557001," No, they are just standing together
"
393557002," Black and white
"
262487000," Black
"
262487001," White
"
262487002," He is the catcher
"
131416000," A sandwich
"
131416001," The lettuce
"
131416002," It is lettuce
"
131416003," A soda
"
131418000," No, it is a black and white photograph.
"
131418001," Three
"
131418002," Yes, they can get into the building.
"
546191000," Yes, he is flying a kite.
"
546191001," No, the moon is not visible in the photo.
"
546191002," One
"
546191003," Yes, it is the letter D in the air
"
546191004," Yes, the water is calm.
"
524637000," A toilet
"
524637001," No, there are not.
"
524637002," The tiles are square
"
524637003," A toilet
"
524637004," The floor is tiled
"
524637005," Yes, the toilet is clean.
"
524637006," Yes
"
524637007," The toilet seat
"
524638000," Yes
"
524638001," Yes, he is dressed for sports.
"
524638002," Green
"
524638003," A frisbee
"
393569000," Yes
"
393569001," This is taken in a bathroom
"
393569002," A book
"
524642000," Yes
"
524642001," Three
"
524642002," Africa
"
524642003," A lamp, a book, a lamp, a book, a lamp, a book, a lamp, a book, a lamp, a book,"
524642004," Yes
"
524642005," There are about a hundred books in the room.
"
524642006," The lamp would be good for helping a person do what while relaxing on the chair?
"
357000," The men in black are the umpires.
"
357001," Yes
"
357002," The batter is likely to hit a home run if he swings at the pitch.
"
359000," Overcast
"
359001," Yes
"
359002," Yes
"
360000," Yes, there are trees visible in the image.
"
360001," He is snowboarding
"
360002," Yes
"
262505000," Yes
"
262505001," Three vehicles are shown.
"
262505002," No, it is not cloudy.
"
262505003," Yes, it is a busy street.
"
262505004," Two
"
262505005," Yes
"
393578000," Yes
"
393578001," No, it is day
"
393578002," The bus can hold up to 50 people
"
262509000," Yes, they are seaworthy.
"
262509001," The building with the clock tower
"
262509002," Yes
"
262509003," Yes
"
262509004," There are two trees in the background.
"
262509005," The boat is going to the city
"
262509006," Yes
"
262509007," The bimini is a type of sailboat
"
262509008," No, it does not look crowded.
"
262509009," The green boat is located in the water.
"
393583000," Stop
"
393583001," A car
"
393583002," This is taken in the United Arab Emirates
"
393583003," Red
"
393583004," No, this picture was taken in the United Arab Emirates.
"
524656000," In the kitchen, under the sink, in the microwave, in the microwave oven, in the microwave, in the microwave oven, in the microwave oven"
524656001," Yes, they are.
"
524656002," Yes, you can see through the cabinets.
"
568040000," Yes
"
568040001," The animal has a coat of brown.
"
568040002," Yes, they do.
"
568040003," An elephant
"
568040004," Yes, they are living in the wild.
"
568040005," Yes, they are.
"
568040006," Two elephants
"
262514000," Yes, it is a toilet
"
262514001," Yes
"
262514002," Toilet
"
262514003," Yes, there is probably running water in this toilet
"
131444000," No
"
131444001," The man's handkerchief is blue
"
131444002," Yes, I like his tie.
"
43753000," The man is wearing a white shirt.
"
43753001," A banana
"
43753002," In a kitchen
"
43753003," The man's right hand position symbolizes the man's right hand position.
"
43753004," Yes, he is happy.
"
43753005," A banana
"
43753006," A banana
"
43753007," No, he is not in real danger.
"
524665000," The subject is standing on a rock with a dog.
"
524665001," Yes, it does look dry.
"
524665002," This is a dog
"
262522000," No, the sky is clear.
"
262522001," Yes, it is tall.
"
262522002," Yes
"
131453000," No, these are elephants.
"
131453001," No, only one of the elephants has tusks.
"
131453002," The adult elephant is in the lead
"
131453003," The background is very focused.
"
131453004," Yes, the elephant is laying down.
"
262531000," Yes, the skater is being watched by a person on a skateboard
"
262531001," He is riding a skateboard
"
262531002," The skateboarder
"
262531003," The railing is a dark blue
"
262531004," The couch is blue
"
262531005," Yes, there are cars in the image.
"
262531006," The man hitting the ball with the racket.
"
262531007," 1
"
524681000," Yes
"
524681001," The sun is in the west.
"
524681002," The kite flying over the beach
"
524681003," The kite is flying in the sky.
"
524681004," The kite is flying in an open space.
"
524681005," There are three people in the image.
"
524681006," Green
"
395000," Red
"
395001," Talking on a cell phone
"
395002," Yes
"
397000," The leafy substance is basil
"
397001," Italy
"
397002," A pizza
"
397003," The pizza is topped with cheese, pepperoni, and basil.
"
400000," The boat is a pontoon boat
"
400001," Yes
"
400002," The dog is on the boat
"
400003," Yes, the dog enjoys the boat ride.
"
524694000," Yes, the giraffe is eating food
"
524694001," Yes, the giraffe is relaxing
"
524694002," Yes, the giraffe is fully grown
"
524694003," The giraffe is standing in front of the rock.
"
524702000," Six
"
524702001," No, they are dressed for a party.
"
524702002," Yes
"
524702003," They are playing a video game
"
415000," Yes
"
415001," Tennis shorts
"
415002," Yes
"
415003," United Airlines
"
546203000," This is the winter season
"
546203001," No
"
546203002," Yes, but it's not easy.
"
131493000," Two
"
131493001," The benches are made of wood
"
131493002," It is a train that is used to transport people from one place to another.
"
131493003," 2
"
131493004," None
"
131494000," Black
"
131494001," Yes, everyone in this photo has facial hair.
"
131494002," No, they are not.
"
131497000," Yes, the dog's collar is red.
"
131497001," A large, round, floppy, doughnut shaped head covering
"
131497002," No, the dog is not in distress.
"
428000," A tie
"
428001," Yes, he will need a bath soon.
"
428002," The balloons are blue
"
393647000," The blue numbers on the bus are the bus route numbers.
"
393647001," The movie is called ""The Day After Tomorrow""
"
393647002," The front of the bus is a bus stop sign
"
393647003," Yes
"
393647004," A bus
"
393647005," No, this is in the United States
"
393647006," The number 8 bus
"
262576000," A laptop
"
262576001," On
"
262576002," Yes
"
262576003," The laptop is sitting on a blue blanket
"
524725000," Yes, there is snow in the picture.
"
524725001," Two
"
524725002," Yes
"
73000," The license number is the number on the back of the motorcycle
"
73001," This is a motorcycle
"
73002," Black
"
73003," A, B, and C
"
393659000," Yes
"
393659001," Two sinks
"
393659002," The picture shows two towels.
"
131516000," Yes, the body parts of the stuffed animal can be seen.
"
131516001," Yes, it is a real animal.
"
131516002," Yes, there is a forlorn quality to this picture.
"
262594000," Purple
"
262594001," Purple
"
262594002," The number of the bike
"
524742000," The wall is blue
"
524742001," Graffiti
"
524742002," Yes, it is legal.
"
131527000," No, this is raw broccoli
"
131527001," Yes, they are good for nibbling.
"
131527002," Broccoli
"
131527003," Broccoli
"
393674000," Yes, he is a little league baseball player.
"
393674001," Yes, the stands are full.
"
393674002," Baseball
"
393674003," Black
"
393674004," A, B, C, D, E, F, G, H, I, J, K, L, M, N, O,"
393674005," Yes, you can see home plate.
"
459000," A camera
"
459001," A tie
"
459002," Yes, there is a camera.
"
459003," Yes
"
262605000," Black
"
262605001," Yes, she needs to learn how to throw a frisbee
"
262605002," A hat
"
262605003," No, this is not safe.
"
262605004," The black squares are for the woman's hair.
"
262605005," There are two framed pictures in this room.
"
262605006," In the living room
"
262605007," Yes
"
262605008," Yes
"
262605009," The woman is throwing a hat
"
262605010," One
"
262605011," Yes
"
262605012," Yes
"
262608000," This is a plate of food.
"
262608001," Yes, it is a meal for a child.
"
262608002," Yes, it is a sandwich with a bun.
"
262608003," Yes, it is.
"
262608004," Yes, it is.
"
262608005," Yes, it is a healthy dish.
"
262608006," The dish is likely representative of the cuisine of the African American community.
"
262608007," No, they would not.
"
262608008," Yes, there are onions on this plate.
"
262608009," The plate is white
"
262609000," Yes
"
262609001," Yes, they are crossing the street.
"
262609002," A woman walking in the street
"
262609003," The woman's bag is a brown color
"
262609004," Apple
"
262609005," Yes, there are people waiting to cross the street.
"
262609006," The traffic light is red
"
262609007," She is wearing a red dress
"
262609008," The arrow points to the apple store
"
262609009," Yes, there are a lot of cars parked on the street.
"
262609010," Two
"
262609011," The apple emblem is on the building in the background.
"
